Date,Prophet,Auto_ARIMA,ARIMA_111,Ensemble,Ensemble_Lower_95,Ensemble_Upper_95
2030-02-28,613.5682670372283,501.2109511967056,379.7559028323818,515.7901154418338,358.2475547207124,676.2141070585317
2030-03-31,613.1969826434603,503.35157238234865,379.75590282534364,516.390819097542,355.9050776826125,677.2360772076312
2030-04-30,608.9941034047677,505.4921840029863,379.7559028206259,515.4588814681088,354.6290366574823,674.4620790188301
2030-05-31,616.5769653394708,507.63279620446673,379.75590281746366,519.2412405117176,355.9812953182593,683.9210652350964
2030-06-30,625.1377227068772,509.7734139714191,379.755902815344,523.4147596765836,361.0643617148794,689.372276207783
2030-07-31,632.3696667016036,511.9140345573839,379.75590281392317,527.0567544792066,363.5635176593813,691.4912648572108
2030-08-31,651.9295878898007,514.0546536845362,379.7559028129708,535.6299396487507,370.6122327131813,702.5778565942373
2030-09-30,662.792971343229,516.1952704456265,379.75590281233247,540.724508896344,370.6753556645728,710.1529890928654
2030-10-31,662.8467934597688,518.3358866719218,379.75590281190455,541.4952534220563,371.0153403521966,713.2058246563581
2030-11-30,669.0149308344243,520.4765038924908,379.7559028116177,544.7117243990459,372.6644320188968,718.0410572640805
