Date,TSLA_Adj_Close,Net_Worth_Billions,Ownership_Percentage,TSLA_TSO_Millions,Musk_Shares_Millions,TSLA_Wealth_Billions,Other_Wealth_Billions,TSLA_Multiplier,Other_Wealth_Growth,TSLA_Diff,TSLA_Returns
2013-03-31,0.16840000152587892,2.4,28.0,120.0,33.6,0.005658240051269532,2.3943417599487304,424.1601590341709,-0.00019081352752114977,0.013599999745686847,0.08785529450444152
2013-04-30,0.23995553652445473,2.4,28.0,120.0,33.6,0.00806250602722168,2.391937493972778,297.67419607462097,-0.0010041448619280136,0.07155553499857581,0.4249140994667955
2013-05-31,0.4344888687133789,2.4,28.0,120.0,33.6,0.014598825988769534,2.38540117401123,164.39678107309808,-0.0027326466423216456,0.19453333218892416,0.8107057457667728
2013-06-30,0.47715552647908527,2.4,28.0,120.0,33.6,0.016032425689697268,2.3839675743103026,149.69662398262568,-0.0006009889307285743,0.042666657765706384,0.0981996567416148
2013-07-31,0.5967999776204427,2.4,28.0,120.0,33.6,0.02005247924804688,2.379947520751953,119.68594857086119,-0.0016862870123190987,0.11964445114135741,0.25074518579761573
2013-08-31,0.7511111577351888,2.4,28.0,120.0,33.6,0.025237334899902344,2.3747626651000977,95.0972045788118,-0.002178558815539411,0.1543111801147461,0.2585643195397136
2013-09-30,0.8594221750895181,2.4,28.0,120.0,33.6,0.028876585083007816,2.371123414916992,83.11232069515934,-0.0015324690069405955,0.10831101735432935,0.1442010496567745
2013-10-31,0.7108444849650065,2.4,28.0,120.0,33.6,0.02388437469482422,2.3761156253051756,100.48410438478356,0.002105419885264803,-0.1485776901245116,-0.17288091281684193
2013-11-30,0.5656888961791993,2.4,28.0,120.0,33.6,0.019007146911621097,2.3809928530883786,126.26829324566455,0.0020526054082812273,-0.14515558878580725,-0.20420161069822884
2013-12-31,0.6685778299967449,9.0,28.0,120.0,33.6,0.022464215087890628,8.97753578491211,400.6371896274918,2.7705009375678618,0.1028889338175456,0.18188254093810663
2014-01-31,0.8062666575113931,9.0,28.0,120.0,33.6,0.02709055969238281,8.972909440307618,332.21904981647816,-0.0005153245517848237,0.13768882751464828,0.20594285562133985
2014-02-28,1.0880444844563804,9.0,28.0,120.0,33.6,0.03655829467773438,8.963441705322266,246.18216137640027,-0.0010551466108440488,0.2817778269449872,0.3494846578608586
2014-03-31,0.9264444351196289,9.0,28.0,120.0,33.6,0.031128533020019538,8.96887146697998,289.1238078650181,0.0006057674982691275,-0.16160004933675143,-0.14852338451721636
2014-04-30,0.9239555358886719,9.0,28.0,120.0,33.6,0.031044906005859376,8.96895509399414,289.9026332468635,9.3241401069033e-06,-0.0024888992309570757,-0.0026865067527074293
2014-05-31,0.9234221776326498,9.0,28.0,120.0,33.6,0.03102698516845703,8.968973014831542,290.07007774476494,1.9980964576227223e-06,-0.0005333582560220762,-0.0005772553281030435
2014-06-30,1.0669333140055337,9.0,28.0,120.0,33.6,0.035848959350585935,8.964151040649414,251.05331264944792,-0.000537628352115127,0.14351113637288393,0.1554122695437088
2014-07-31,0.9924444834391275,9.0,28.0,120.0,33.6,0.03334613464355469,8.966653865356445,269.896349193191,0.00027920376348888887,-0.0744888305664062,-0.06981582596456437
2014-08-31,1.1986666361490885,9.0,28.0,120.0,33.6,0.04027519897460938,8.959724801025391,223.4625831562956,-0.0007727592070688738,0.20622215270996103,0.20779212958626903
2014-09-30,1.0785778045654297,9.0,28.0,120.0,33.6,0.03624021423339844,8.963759785766602,248.34290277748232,0.00045034695047196927,-0.1200888315836588,-0.10018534591858141
2014-10-31,1.0742221832275392,9.0,28.0,120.0,33.6,0.036093865356445314,8.963906134643555,249.34985242285396,1.632672901230592e-05,-0.004355621337890581,-0.004038300546751472
2014-11-30,1.0867554982503256,9.0,28.0,120.0,33.6,0.03651498474121095,8.963485015258788,246.47415475550142,-4.6979450525341804e-05,0.012533315022786429,0.011667339604856775
2014-12-31,0.9884888966878256,10.7,28.0,120.0,33.6,0.03321322692871094,10.666786773071289,322.160807288209,0.19002673122261293,-0.0982666015625,-0.0904219962270345
2015-01-31,0.9048888524373373,10.7,28.0,120.0,33.6,0.030404265441894535,10.669595734558104,351.92430550406567,0.0002633371742188917,-0.08360004425048828,-0.08457357946114596
2015-02-28,0.9037333170572917,10.7,28.0,120.0,33.6,0.030365439453125004,10.669634560546875,352.374284472897,3.6389371946832227e-06,-0.001155535380045647,-0.001276991507778158
2015-03-31,0.8389778137207031,10.7,28.0,120.0,33.6,0.028189654541015626,10.671810345458983,379.5718739451603,0.00020392309593741942,-0.06475550333658853,-0.07165333192256695
2015-04-30,1.0046666463216147,10.7,28.0,120.0,33.6,0.03375679931640626,10.666243200683594,316.9731792314698,-0.0005216682638815584,0.1656888326009116,0.1974889322354234
2015-05-31,1.1146666208902993,10.7,28.0,120.0,33.6,0.03745279846191406,10.662547201538086,285.69293722819896,-0.0003465136764621013,0.1099999745686846,0.10948902799891624
2015-06-30,1.1922667185465494,10.7,28.0,120.0,33.6,0.04006016174316407,10.659939838256836,267.0982725581697,-0.000244534746901115,0.07760009765625009,0.06961731534965132
2015-07-31,1.182888921101888,10.7,28.0,120.0,33.6,0.03974506774902344,10.660254932250975,269.21579471361963,2.955870285581419e-05,-0.009377797444661384,-0.007865519769010731
2015-08-31,1.106933339436849,10.7,28.0,120.0,33.6,0.03719296020507813,10.662807039794922,287.6888513579265,0.00023940398800648133,-0.07595558166503902,-0.06421193090073463
2015-09-30,1.1039999643961589,10.7,28.0,120.0,33.6,0.03709439880371094,10.662905601196288,288.453252918863,9.243476037479326e-06,-0.0029333750406901338,-0.0026500015278088096
2015-10-31,0.919688860575358,10.7,28.0,120.0,33.6,0.030901545715332032,10.669098454284667,346.26099608639043,0.0005807847616774442,-0.18431110382080085,-0.16694846898986193
2015-11-30,1.0233777999877929,10.7,28.0,120.0,33.6,0.034385494079589844,10.66561450592041,311.1777302147648,-0.00032654571322832115,0.10368893941243484,0.11274349821695884
2015-12-31,1.066711171468099,12.1,22.0,120.0,26.4,0.028161174926757817,12.071838825073241,429.6695727884201,0.1318465352720415,0.04333337148030614,0.04234347420944928
2016-01-31,0.8497777938842773,12.1,22.0,120.0,26.4,0.02243413375854492,12.077565866241455,539.3566843378225,0.00047441332270925507,-0.2169333775838217,-0.20336655637088663
2016-02-29,0.8530221939086914,12.1,22.0,120.0,26.4,0.02251978591918945,12.07748021408081,537.3052853797072,-7.091839663297961e-06,0.0032444000244140625,0.003817939286909544
2016-03-31,1.0211999893188477,12.1,22.0,120.0,26.4,0.02695967971801758,12.073040320281983,448.81838829536906,-0.000367617559302702,0.16817779541015632,0.1971552400524743
2016-04-30,1.070044453938802,12.1,22.0,120.0,26.4,0.028249173583984377,12.071750826416014,428.33111432541125,-0.0001068077163465242,0.0488444646199544,0.047830459391734026
2016-05-31,0.9921333312988281,12.1,22.0,120.0,26.4,0.02619231994628906,12.07380768005371,461.9674784369123,0.00017038569361416123,-0.07791112263997402,-0.07281110831721571
2016-06-30,0.9434666951497397,12.1,22.0,120.0,26.4,0.02490752075195313,12.075092479248047,485.7970458200331,0.00010641209702710874,-0.048666636149088394,-0.04905251604174776
2016-07-31,1.0435111363728842,12.1,22.0,120.0,26.4,0.027548694000244144,12.072451305999756,439.2222731100344,-0.00021872902860409216,0.10004444122314449,0.1060391869023698
2016-08-31,0.9422666549682617,12.1,22.0,120.0,26.4,0.024875839691162107,12.075124160308837,486.4157411457708,0.00022140112569779546,-0.1012444814046225,-0.0970229045724762
2016-09-30,0.9068000157674154,12.1,22.0,120.0,26.4,0.02393952041625977,12.07606047958374,505.4403676266487,7.754117162450669e-05,-0.03546663920084625,-0.037639705293445735
2016-10-31,0.8788000106811523,12.1,22.0,120.0,26.4,0.02320032028198242,12.076799679718016,521.5445240812891,6.121202651532265e-05,-0.028000005086263102,-0.03087781715857929
2016-11-30,0.8417778015136719,12.1,22.0,120.0,26.4,0.022222933959960937,12.077777066040039,544.4825612045903,8.093090453953344e-05,-0.03702220916748045,-0.04212813918696334
2016-12-31,0.9497333526611328,11.6,22.0,120.0,26.4,0.025072960510253907,11.574927039489745,462.6497934001863,-0.04163431927918204,0.10795555114746092,0.1282470872400494
2017-01-31,1.1196889241536458,11.6,22.0,120.0,26.4,0.029559787597656255,11.570440212402344,392.42501190772236,-0.0003876332932460924,0.16995557149251306,0.1789508297421598
2017-02-28,1.1110666910807292,11.6,22.0,120.0,26.4,0.02933216064453125,11.570667839355469,395.4703555792344,1.967314544182308e-05,-0.008622233072916652,-0.007700561188844546
2017-03-31,1.2368888854980469,11.6,22.0,120.0,26.4,0.032653866577148444,11.567346133422852,355.2412383566795,-0.00028707987980769456,0.12582219441731768,0.11324450226739402
2017-04-30,1.3958666483561197,11.6,22.0,120.0,26.4,0.036850879516601556,11.563149120483398,314.7821748670646,-0.00036283283054239224,0.15897776285807286,0.12853035120778755
2017-05-31,1.5155999501546225,11.6,22.0,120.0,26.4,0.040011838684082035,11.559988161315918,289.9141949358814,-0.0002733649055758347,0.11973330179850272,0.0857770346039215
2017-06-30,1.607155481974284,11.6,22.0,120.0,26.4,0.0424289047241211,11.557571095275879,273.39852573204246,-0.00020908897191840303,0.09155553181966147,0.06040877199179162
2017-07-31,1.4376444498697916,11.6,22.0,120.0,26.4,0.037953813476562494,11.562046186523437,305.63463687682696,0.000387199975727448,-0.16951103210449237,-0.10547270255162822
2017-08-31,1.581777826944987,11.6,22.0,120.0,26.4,0.04175893463134765,11.558241065368652,277.78486454230796,-0.0003291044762665507,0.14413337707519536,0.10025662262199075
2017-09-30,1.515999984741211,11.6,22.0,120.0,26.4,0.04002239959716797,11.559977600402831,289.8376938103639,0.00015024215400583074,-0.06577784220377603,-0.041584754245049704
2017-10-31,1.4734666188557943,11.6,22.0,120.0,26.4,0.038899518737792974,11.561100481262207,298.2042034553496,9.713521065446429e-05,-0.04253336588541656,-0.028056310233193882
2017-11-30,1.3726666768391929,11.6,22.0,120.0,26.4,0.03623840026855469,11.563761599731444,320.1024304062815,0.0002301786472274081,-0.10079994201660147,-0.06841006150168283
2017-12-31,1.3837777455647786,20.0,22.0,120.0,26.4,0.036531732482910154,19.96346826751709,547.4692449736997,0.7263818607243442,0.01111106872558576,0.008094513338934517
2018-01-31,1.5747111002604166,20.0,22.0,120.0,26.4,0.041572373046875,19.958427626953124,481.08872633873864,-0.00025249322895293247,0.190933354695638,0.13797978418688173
2018-02-28,1.5247111002604166,20.0,22.0,120.0,26.4,0.040252373046875,19.959747626953124,496.86511592023277,6.613747458827923e-05,-0.050000000000000044,-0.03175185593835683
2018-03-31,1.182800038655599,20.0,22.0,120.0,26.4,0.03122592102050781,19.968774078979493,640.4935177689356,0.0004522327734335363,-0.34191106160481755,-0.22424645662146758
2018-04-30,1.306222152709961,20.0,22.0,120.0,26.4,0.03448426483154297,19.965515735168456,579.9746666400114,-0.00016317195027348852,0.12342211405436188,0.10434740448152735
2018-05-31,1.2654666900634766,20.0,22.0,120.0,26.4,0.03340832061767578,19.966591679382326,598.6532585363881,5.389012876699795e-05,-0.04075546264648433,-0.031201019338043534
2018-06-30,1.524222183227539,20.0,22.0,120.0,26.4,0.04023946563720703,19.959760534362793,497.0244928279364,-0.00034212874832240114,0.25875549316406254,0.20447436127385
2018-07-31,1.325066630045573,20.0,22.0,120.0,26.4,0.03498175903320313,19.965018240966796,571.7265384229789,0.00026341531477558355,-0.1991555531819662,-0.1306604479146567
2018-08-31,1.3407110850016275,20.0,22.0,120.0,26.4,0.03539477264404296,19.964605227355957,565.0551905258827,-2.0686863685948076e-05,0.0156444549560546,0.01180654210235188
2018-09-30,1.1767555236816407,20.0,22.0,120.0,26.4,0.031066345825195317,19.968933654174805,643.7834727179169,0.000216805029178202,-0.1639555613199868,-0.12229000204006502
2018-10-31,1.4992000579833984,20.0,22.0,120.0,26.4,0.03957888153076172,19.960421118469238,505.31998951146426,-0.0004262889472711473,0.3224445343017577,0.2740114899082402
2018-11-30,1.5576889038085937,20.0,22.0,120.0,26.4,0.041122987060546866,19.958877012939453,486.34599355716244,-7.735836436617571e-05,0.05848884582519531,0.03901336950578149
2018-12-31,1.479111099243164,23.6,21.5,120.0,25.8,0.03816106636047363,23.561838933639528,618.4313555882271,0.18051927061649087,-0.07857780456542973,-0.05044512057144712
2019-01-31,1.3645333607991537,23.6,21.5,120.0,25.8,0.035204960708618165,23.564795039291383,670.3600721310485,0.00012546158473369928,-0.11457773844401031,-0.07746391633639815
2019-02-28,1.4216888427734375,23.6,21.5,120.0,25.8,0.036679572143554696,23.563320427856446,643.4099042277671,-6.257688354505131e-05,0.057155481974283884,0.04188646728344558
2019-03-31,1.2438222249348958,23.6,21.5,120.0,25.8,0.03209061340332031,23.567909386596682,735.4175410544875,0.0001947500885661757,-0.17786661783854174,-0.1251093857440413
2019-04-30,1.0608444849650065,23.6,21.5,120.0,25.8,0.02736978771209717,23.572630212287905,862.2646345762134,0.00020030735920539833,-0.1829777399698893,-0.14710923820280408
2019-05-31,0.82293332417806,23.6,21.5,120.0,25.8,0.021231679763793948,23.578768320236208,1111.54653152996,0.00026039130521393616,-0.23791116078694652,-0.22426582233190795
2019-06-30,0.9931555430094401,23.6,21.5,120.0,25.8,0.025623413009643554,23.574376586990358,921.0326505340242,-0.0001862579582700974,0.1702222188313801,0.20684812952665022
2019-07-31,1.0738221486409505,23.6,21.5,120.0,25.8,0.02770461143493652,23.572295388565063,851.8437464977236,-8.82822253056581e-05,0.0806666056315104,0.08122252974300093
2019-08-31,1.0027111053466797,23.6,21.5,120.0,25.8,0.025869946517944338,23.574130053482058,912.2554615113016,7.783140702888325e-05,-0.07111104329427076,-0.06622236595163378
2019-09-30,1.0705333709716798,23.6,21.5,120.0,25.8,0.027619760971069336,23.57238023902893,854.4606893854047,-7.42260456337851e-05,0.06782226562500004,0.0676388894701141
2019-10-31,1.3996444702148438,23.6,21.5,120.0,25.8,0.036110827331542965,23.563889172668457,653.5435974180879,-0.0003602125145772961,0.32911109924316406,0.3074272210164204
2019-11-30,1.4664000193277995,23.6,21.5,120.0,25.8,0.03783312049865723,23.562166879501344,623.7920554514558,-7.309036103897437e-05,0.06675554911295567,0.047694647129001844
2019-12-31,1.8592444101969403,22.3,21.5,120.0,25.8,0.04796850578308105,22.25203149421692,464.88836030963927,-0.055603348876381076,0.3928443908691408,0.2678971533628467
2020-01-31,2.8914222717285156,22.3,21.5,120.0,25.8,0.0745986946105957,22.225401305389404,298.9328448226304,-0.0011967531519284647,1.0321778615315753,0.5551598573434688
2020-02-29,2.9688443501790363,22.3,21.5,120.0,25.8,0.07659618423461913,22.22340381576538,291.13721816342235,-8.987417579453538e-05,0.07742207845052063,0.026776468870538528
2020-03-31,2.3288889567057294,22.3,21.5,120.0,25.8,0.06008533508300782,22.23991466491699,371.1388139750336,0.0007429487079697594,-0.6399553934733069,-0.21555707136843139
2020-04-30,3.4750221252441404,22.3,21.5,120.0,25.8,0.08965557083129881,22.210344429168703,248.7296639041091,-0.001329602032823174,1.146133168538411,0.49213731948802075
2020-05-31,3.711111195882162,22.3,21.5,120.0,25.8,0.09574666885375978,22.20425333114624,232.90627514216987,-0.0002742459956840415,0.23608907063802143,0.06793886833783391
2020-06-30,4.799155680338542,22.3,21.5,120.0,25.8,0.12381821655273438,22.176181783447266,180.1027394906984,-0.0012642419125887816,1.08804448445638,0.2931856328270819
2020-07-31,6.358933512369791,22.3,21.5,120.0,25.8,0.16406048461914063,22.13593951538086,135.92547926314182,-0.0018146617149596977,1.5597778320312496,0.3250108843981532
2020-08-31,55.36889139811198,22.3,21.5,931.8,200.337,11.092437596023558,11.207562403976443,2.0103786752872206,-0.49369384587498444,49.00995788574218,7.707260626393557
2020-09-30,47.66777547200521,22.3,21.5,931.8,200.337,9.549619134735108,12.750380865264892,2.3351716634318493,0.13765869916022577,-7.701115926106766,-0.13908741409927106
2020-10-31,43.11555480957031,22.3,21.5,931.8,200.337,8.637640903884886,13.662359096115114,2.581723441405199,0.07152556778399233,-4.552220662434898,-0.09549891131606025
2020-11-30,63.06666564941406,22.3,21.5,931.8,200.337,12.634586596206663,9.665413403793337,1.764996411255373,-0.2925516496970356,19.95111083984375,0.4627358021475634
2020-12-31,78.40777587890625,167.0,20.8,931.8,193.8144,15.19655603730469,151.8034439626953,10.989332029576069,14.705840776879523,15.341110229492188,0.24325228028976542
2021-01-31,88.17000325520833,167.0,20.8,931.8,193.8144,17.08861627890625,149.91138372109376,9.772587626427104,-0.012463882190093756,9.762227376302079,0.12450585757436805
2021-02-28,75.05555725097656,167.0,20.8,931.8,193.8144,14.546847795263673,152.45315220473634,11.48015036318547,0.016955139900325822,-13.114446004231766,-0.14874045049393914
2021-03-31,74.21444193522136,167.0,20.8,931.8,193.8144,14.383827535009768,152.61617246499023,11.61026156588206,0.0010693138049056028,-0.8411153157552036,-0.011206569460841087
2021-04-30,78.82666524251302,167.0,20.8,931.8,193.8144,15.277742827978514,151.7222571720215,10.930934096767796,-0.005857277630087254,4.612223307291657,0.06214724771921709
2021-05-31,69.46888732910156,167.0,20.8,931.8,193.8144,13.464070716357423,153.5359292836426,12.403381081258928,0.011953896187853141,-9.357777913411454,-0.11871335524117277
2021-06-30,75.52222188313802,167.0,20.8,931.8,193.8144,14.637294120947265,152.36270587905273,11.409212564842036,-0.007641360625254334,6.053334554036454,0.08713734718910082
2021-07-31,76.35555521647136,167.0,20.8,931.8,193.8144,14.798806120947267,152.20119387905274,11.28469409188465,-0.0010600494331479693,0.8333333333333428,0.01103427987887895
2021-08-31,81.74666849772136,167.0,20.8,931.8,193.8144,15.843681506884767,151.15631849311524,10.540479491930663,-0.006865093231580133,5.39111328125,0.07060538379906944
2021-09-30,86.16444905598958,167.0,20.8,931.8,193.8144,16.699910995117186,150.3000890048828,10.000053296621067,-0.005664529916898142,4.41778055826822,0.05404233150359339
2021-10-31,123.7777811686198,167.0,20.8,931.8,193.8144,23.989916390527345,143.01008360947264,6.96125810867526,-0.048503001187000794,37.61333211263022,0.436529595729082
2021-11-30,127.195556640625,167.0,20.8,931.8,193.8144,24.65233049296875,142.34766950703124,6.774207414087327,-0.004631939830552767,3.4177754720052036,0.02761218887377881
2021-12-31,117.42000325520833,273.5,21.2,931.8,197.5416,23.19533531503906,250.30466468496093,11.791163882104863,0.7584036714601581,-9.775553385416671,-0.07685451947850874
2022-01-31,104.07999674479167,273.5,21.2,931.8,197.5416,20.560129084960934,252.93987091503908,13.302445664120677,0.01052799488733025,-13.340006510416657,-0.11360931817914033
2022-02-28,96.71444702148438,273.5,21.2,931.8,197.5416,19.10512660773926,254.39487339226073,14.315529313959553,0.005752365065887055,-7.365549723307296,-0.0707681586632628
2022-03-31,119.73333740234375,273.5,21.2,931.8,197.5416,23.652315043798826,249.84768495620116,11.563350120000466,-0.017874528583947114,23.018890380859375,0.2380088093327557
2022-04-30,96.75110880533855,273.5,21.2,931.8,197.5416,19.112368835180664,254.38763116481934,14.310104747275545,0.01817085561314702,-22.982228597005204,-0.19194510982164714
2022-05-31,84.25110880533855,273.5,21.2,931.8,197.5416,16.643098835180666,256.8569011648193,16.433237746678987,0.00970672193727884,-12.5,-0.12919748573786138
2022-06-30,74.82444254557292,273.5,21.2,931.8,197.5416,14.780940099560546,258.71905990043945,18.503559188913258,0.0072497905533215334,-9.426666259765625,-0.11188774122303669
2022-07-31,99.0499979654948,273.5,21.2,931.8,197.5416,19.566495078100584,253.9335049218994,13.977976071254044,-0.018497110264630745,24.225555419921875,0.32376526434081954
2022-08-31,275.6099853515625,273.5,21.2,3090.0,655.0799999999999,180.54658920410156,92.95341079589844,1.5148444576309215,-0.6339458598640322,176.5599873860677,1.7825339829645874
2022-09-30,265.25,273.5,21.2,3090.0,655.0799999999999,173.75997,99.74002999999999,1.5740104006693831,0.07301097556283564,-10.3599853515625,-0.03758929611475259
2022-10-31,227.5399932861328,273.5,21.2,3090.0,655.0799999999999,149.05689880187987,124.44310119812013,1.834869785956869,0.2476745916170282,-37.71000671386719,-0.14216779156971604
2022-11-30,194.6999969482422,273.5,21.2,3090.0,655.0799999999999,127.5440740008545,145.9559259991455,2.1443567813128475,0.17287277955871416,-32.839996337890625,-0.14432626046795272
2022-12-31,123.18000030517578,147.0,17.0,3090.0,525.3000000000001,64.70645416030884,82.29354583969116,2.2717981058861714,-0.43617537091181247,-71.5199966430664,-0.3673343490707852
2023-01-31,173.22000122070312,147.0,17.0,3090.0,525.3000000000001,90.99246664123535,56.00753335876465,1.6155183547182084,-0.31941766772490265,50.040000915527344,0.4062347847991097
2023-02-28,205.7100067138672,147.0,17.0,3090.0,525.3000000000001,108.05946652679444,38.94053347320556,1.3603620740025573,-0.30472686194255083,32.49000549316406,0.18756497670132144
2023-03-31,207.4600067138672,147.0,17.0,3090.0,525.3000000000001,108.97874152679444,38.02125847320556,1.348886929143491,-0.023607149620395895,1.75,0.008507121398494633
2023-04-30,164.30999755859375,147.0,17.0,3090.0,525.3000000000001,86.3120417175293,60.6879582824707,1.703122728588466,0.5961585891545087,-43.15000915527344,-0.20799193945263272
2023-05-31,203.92999267578125,147.0,17.0,3090.0,525.3000000000001,107.12442515258789,39.87557484741211,1.3722360683906905,-0.3429409066323805,39.6199951171875,0.2411295460159617
2023-06-30,261.7699890136719,147.0,17.0,3090.0,525.3000000000001,137.50777522888185,9.492224771118146,1.0690304584982073,-0.7619539076880748,57.839996337890625,0.28362672689273194
2023-07-31,267.42999267578125,147.0,17.0,3090.0,525.3000000000001,140.4809751525879,6.519024847412112,1.0464050369833442,-0.3132247703143889,5.660003662109375,0.021622049507798113
2023-08-31,258.0799865722656,147.0,17.0,3090.0,525.3000000000001,135.56941694641114,11.430583053588862,1.0843153515818926,0.7534191571806195,-9.350006103515625,-0.034962443852926794
